de;haeufigkeit;streuung;verdacht;prompt_rang;kapitel_anzahl;kapitel
Reitern;8;0.88;ja;1;7;1. Samuel 14|2. Mose 13|2. Mose 15|Hesekiel 26|Hesekiel 27|Hesekiel 39|Josua 24
Ironie;8;0.88;ja;1;7;2. Mose 13|Maleachi 1|Nahum 2|Psalmen 1|Psalmen 40|Psalmen 50|Psalmen 7
Fladen;8;0.88;ja;1;7;1. Samuel 29|2. Mose 28|2. Mose 29|3. Mose 1|3. Mose 7|3. Mose 8|4. Mose 6
Oholiab;8;0.38;;1;3;2. Mose 31|2. Mose 36|2. Mose 38
Anbetracht;8;1.0;ja;1;8;1. Samuel 28|1. Samuel 29|1. Samuel 31|2. Mose 40|Jona 3|Maleachi 3|Psalmen 106|Psalmen 28
Anforderungen;8;0.88;ja;1;7;3. Mose 9|4. Mose 17|4. Mose 31|4. Mose 7|4. Mose 9|Hesekiel 33|Maleachi 1
Fallen;8;0.88;ja;1;7;2. Samuel 21|3. Mose 14|Hiob 23|Jeremia 5|Jesaja 24|Psalmen 140|Psalmen 91
Formen;8;0.88;ja;1;7;3. Mose 19|Haggai 1|Hesekiel 44|Jesaja 35|Joel 1|Psalmen 28|Sprüche 30
Entsprechend;8;1.0;ja;1;8;1. Samuel 12|2. Samuel 18|2. Samuel 7|3. Mose 20|4. Mose 15|5. Mose 26|Hosea 13|Psalmen 118
Essig;8;0.38;;1;3;4. Mose 6|Psalmen 69|Sprüche 24
Rohr;8;0.62;;1;5;4. Mose 9|Hiob 40|Jesaja 19|Jesaja 35|Jesaja 42
Juli;8;1.25;ja;1;10;4. Mose 13|5. Mose 18|Hesekiel 1|Hesekiel 33|Hesekiel 8|Jeremia 31|Jeremia 34|Nehemia 1|Nehemia 3|Nehemia 6
Willens;8;1.0;ja;1;8;1. Samuel 14|1. Samuel 15|2. Samuel 3|4. Mose 28|Hiob 2|Maleachi 2|Nehemia 7|Sacharja 11
Edrei;8;0.62;;1;5;5. Mose 1|5. Mose 2|Josua 12|Josua 14|Josua 19
Priorität;8;0.88;ja;1;7;2. Samuel 8|5. Mose 12|Jesaja 49|Jesaja 6|Psalmen 133|Psalmen 31|Sprüche 31
Vorgehensweise;8;1.0;ja;1;8;1. Samuel 10|1. Samuel 31|2. Samuel 21|2. Samuel 24|2. Samuel 8|5. Mose 26|5. Mose 29|Sprüche 31
Berichte;8;1.0;ja;1;8;2. Samuel 1|2. Samuel 21|Jeremia 39|Jesaja 38|Jona 3|Josua 19|Josua 4|Nehemia 6
Tappuach;8;0.38;;1;3;Josua 12|Josua 16|Josua 17
Askalon;8;0.75;;1;6;1. Samuel 4|1. Samuel 7|2. Samuel 11|Jeremia 26|Josua 12|Sacharja 9
Hinnom;8;0.62;;1;5;2. Samuel 5|Jesaja 31|Josua 14|Josua 19|Nehemia 11
Peninna;8;0.25;;1;2;1. Samuel 1|1. Samuel 2
Mächte;8;0.88;ja;1;7;1. Samuel 1|Jesaja 10|Jesaja 24|Jesaja 28|Jesaja 35|Jesaja 8|Psalmen 85
Ausschau;8;0.88;ja;1;7;1. Samuel 14|1. Samuel 4|Habakuk 2|Hesekiel 32|Hiob 6|Jesaja 48|Psalmen 4
Achitubs;8;0.62;;1;5;1. Samuel 14|1. Samuel 21|1. Samuel 23|2. Samuel 8|Nehemia 11
Schlachtopfern;8;0.88;ja;1;7;1. Samuel 15|Hesekiel 39|Hosea 10|Jeremia 8|Jesaja 19|Jesaja 43|Psalmen 51
Hiram;8;0.62;;1;5;1. Samuel 17|2. Samuel 24|2. Samuel 4|2. Samuel 7|Hesekiel 26
Jojadas;8;0.88;ja;1;7;1. Samuel 29|2. Samuel 20|2. Samuel 24|2. Samuel 8|Jeremia 30|Nehemia 11|Nehemia 13
Werkzeuge;8;1.0;ja;1;8;2. Samuel 13|Hesekiel 23|Hesekiel 37|Jesaja 28|Jesaja 8|Psalmen 104|Psalmen 137|Psalmen 22
Bildern;8;0.88;ja;1;7;2. Samuel 21|Hesekiel 40|Hosea 13|Jesaja 28|Jesaja 42|Nahum 2|Psalmen 89
Mächten;8;1.0;ja;1;8;Hesekiel 37|Jesaja 10|Jesaja 2|Jesaja 27|Jesaja 28|Jesaja 52|Jesaja 8|Psalmen 144
Jahrwoche;8;0.75;;1;6;Hesekiel 38|Jesaja 2|Jesaja 27|Jesaja 3|Jesaja 33|Sacharja 11
Waren;8;0.62;;1;5;Hesekiel 27|Jeremia 19|Jesaja 38|Nehemia 9|Sprüche 13
Kehle;8;0.75;;1;6;Jeremia 12|Jeremia 2|Jeremia 3|Jesaja 58|Psalmen 116|Psalmen 68
Bräutigam;8;0.62;;1;5;Jesaja 61|Jesaja 62|Joel 1|Joel 2|Psalmen 45
Schallum;8;0.5;;1;4;Hesekiel 20|Jeremia 21|Jeremia 32|Nehemia 3
Hananeel;8;0.5;;1;4;Jeremia 31|Nehemia 12|Nehemia 3|Sacharja 14
Ebed-Melech;8;0.25;;1;2;Jeremia 37|Jeremia 39
Asarja;8;0.5;;1;4;Jeremia 44|Nehemia 12|Nehemia 3|Nehemia 9
Historische;8;1.0;ja;1;8;Hesekiel 38|Hesekiel 4|Hiob 1|Hiob 2|Maleachi 1|Nahum 2|Psalmen 51|Sacharja 13
Ämter;8;0.5;;1;4;Hesekiel 22|Sacharja 11|Sacharja 5|Sacharja 6
Regengüsse;8;0.62;;1;5;Hesekiel 35|Hiob 36|Hiob 38|Joel 2|Sacharja 9
Schöpfungstag;7;0.43;;1;3;1. Mose 2|Jesaja 43|Psalmen 104
Hawila;7;0.57;;1;4;1. Mose 10|1. Mose 2|1. Mose 25|1. Mose 9
Inmitten;7;1.0;ja;1;7;1. Mose 3|Hiob 2|Jeremia 15|Jesaja 65|Joel 1|Maleachi 3|Sacharja 13
Mitgefühl;7;1.0;ja;1;7;1. Mose 3|1. Mose 44|Hiob 6|Nahum 1|Psalmen 119|Psalmen 72|Sprüche 24
Pech;7;0.43;;1;3;1. Mose 6|2. Mose 1|Jesaja 35
Substanz;7;1.0;ja;1;7;1. Mose 20|1. Mose 30|1. Mose 6|2. Mose 23|2. Mose 7|2. Samuel 21|Hohelied 1
Togarma;7;0.43;;1;3;1. Mose 9|Hesekiel 27|Hesekiel 37
Bezeichnenderweise;7;1.0;ja;1;7;1. Mose 14|1. Mose 28|1. Mose 40|2. Mose 17|2. Samuel 12|4. Mose 32|5. Mose 28
Adama;7;0.57;;1;4;1. Mose 14|5. Mose 29|Hosea 10|Josua 19
Bela;7;0.86;ja;1;6;1. Mose 14|1. Mose 37|1. Mose 47|4. Mose 26|5. Mose 28|Jeremia 21
Kirjataim;7;0.71;;1;5;1. Mose 14|4. Mose 32|Hesekiel 26|Jeremia 48|Josua 14
Eschkol;7;0.57;;1;4;1. Mose 15|4. Mose 13|4. Mose 32|5. Mose 1
Rate;7;0.57;;1;4;1. Mose 17|1. Mose 31|2. Samuel 16|Hiob 36
Derselbe;7;1.0;ja;1;7;1. Mose 17|2. Mose 6|3. Mose 14|4. Mose 20|Jesaja 10|Jesaja 40|Jesaja 51
Gerichten;7;1.0;ja;1;7;1. Mose 20|5. Mose 20|Hesekiel 32|Hiob 23|Hiob 29|Jesaja 51|Sacharja 6
Bethuels;7;0.57;;1;4;1. Mose 23|1. Mose 24|1. Mose 25|1. Mose 28
Letztendlich;7;0.86;ja;1;6;1. Mose 27|Jesaja 44|Jesaja 66|Jesaja 8|Psalmen 51|Psalmen 58
Verruf;7;0.57;;1;4;1. Mose 38|4. Mose 13|4. Mose 14|Nehemia 4
Onan;7;0.43;;1;3;1. Mose 45|1. Mose 47|4. Mose 26
Gideon;7;0.57;;1;4;1. Mose 49|1. Samuel 10|1. Samuel 16|Psalmen 82
Wundertaten;7;1.0;ja;1;7;2. Mose 4|5. Mose 26|Hiob 38|Psalmen 119|Psalmen 144|Psalmen 74|Psalmen 75
Instrument;7;1.0;ja;1;7;2. Mose 4|2. Mose 7|2. Samuel 22|5. Mose 28|Jeremia 21|Josua 12|Psalmen 7
Insekten;7;1.0;ja;1;7;2. Mose 23|2. Mose 24|2. Mose 8|3. Mose 11|Jesaja 41|Jesaja 8|Joel 2
Keine;7;1.0;ja;1;7;2. Mose 12|3. Mose 17|Hesekiel 4|Hiob 4|Jesaja 65|Psalmen 20|Sprüche 18
Ezjon-Geber;7;0.43;;1;3;2. Mose 12|4. Mose 33|5. Mose 1
Fußvolk;7;0.86;ja;1;6;1. Samuel 14|1. Samuel 4|2. Mose 12|2. Samuel 10|2. Samuel 8|4. Mose 11
Hundert;7;0.86;ja;1;6;1. Samuel 21|2. Mose 12|2. Samuel 18|4. Mose 31|4. Mose 32|Jesaja 40
Ursprungs;7;1.0;ja;1;7;2. Mose 16|Habakuk 2|Hesekiel 22|Hesekiel 29|Jesaja 46|Psalmen 89|Sacharja 13
Flammen;7;0.71;;1;5;2. Mose 20|5. Mose 32|Jesaja 48|Jesaja 64|Sprüche 28
Rituale;7;1.0;ja;1;7;2. Mose 23|3. Mose 11|Jesaja 1|Jesaja 60|Psalmen 50|Psalmen 51|Sacharja 7
Vorrecht;7;1.0;ja;1;7;2. Mose 24|5. Mose 32|Hesekiel 29|Hesekiel 36|Hesekiel 4|Jesaja 64|Maleachi 1
Spezerei;7;0.71;;1;5;2. Mose 24|2. Mose 31|2. Mose 34|2. Mose 36|Hesekiel 27
Stoff;7;0.71;;1;5;2. Mose 28|2. Mose 38|Hesekiel 27|Jesaja 35|Joel 1
Zehe;7;0.57;;1;4;2. Mose 29|3. Mose 14|3. Mose 15|3. Mose 8
Raubtiere;7;0.86;ja;1;6;3. Mose 26|Hesekiel 14|Hesekiel 33|Hesekiel 39|Jesaja 56|Psalmen 9
Nachschon;7;0.43;;1;3;4. Mose 1|4. Mose 6|4. Mose 9
Brandopfern;7;1.0;ja;1;7;1. Samuel 15|4. Mose 31|4. Mose 9|Hosea 7|Josua 22|Psalmen 51|Psalmen 65
Jephunnes;7;0.71;;1;5;1. Samuel 31|4. Mose 14|4. Mose 26|5. Mose 1|Josua 14
Weissagungen;7;1.0;ja;1;7;4. Mose 23|Hesekiel 12|Jeremia 46|Jesaja 1|Jesaja 11|Jesaja 21|Jesaja 27
Zisternen;7;0.71;;1;5;1. Samuel 14|5. Mose 6|Jeremia 13|Jeremia 19|Jeremia 2
April;7;1.71;ja;1;12;2. Mose 12|2. Samuel 21|3. Mose 22|3. Mose 23|5. Mose 10|5. Mose 15|5. Mose 18|Hesekiel 1|Hesekiel 45|Nehemia 1|Nehemia 2|Sacharja 9
Sidon;7;1.0;ja;1;7;2. Samuel 24|2. Samuel 4|Hesekiel 24|Jesaja 35|Josua 12|Maleachi 3|Nehemia 13
Ramot;7;0.43;;1;3;1. Samuel 31|Josua 20|Josua 22
Schlingen;7;0.86;ja;1;6;Jesaja 30|Josua 24|Psalmen 140|Psalmen 38|Psalmen 65|Sprüche 21
Ironischerweise;7;1.0;ja;1;7;1. Samuel 15|1. Samuel 17|1. Samuel 18|1. Samuel 6|2. Samuel 3|Jeremia 44|Jesaja 2
Söldner;7;0.86;ja;1;6;1. Samuel 14|2. Samuel 10|2. Samuel 15|Hesekiel 30|Jeremia 46|Nahum 2
Baana;7;0.29;;1;2;2. Samuel 4|Nehemia 9
Schlägen;7;0.71;;1;5;2. Samuel 7|Hesekiel 21|Jesaja 14|Jesaja 60|Psalmen 89
Triumph;7;0.86;ja;1;6;2. Samuel 22|Hesekiel 20|Hesekiel 40|Jesaja 8|Psalmen 51|Sacharja 9
Bani;7;0.29;;1;2;2. Samuel 24|Nehemia 9
Arawna;7;0.14;;1;1;2. Samuel 24
Siloah;7;0.57;;1;4;Jesaja 21|Jesaja 8|Nehemia 2|Nehemia 3
Karkemisch;7;0.71;;1;5;Hesekiel 24|Hesekiel 30|Jeremia 46|Jesaja 10|Maleachi 3
Pflügt;7;0.43;;1;3;Hosea 10|Jeremia 3|Jesaja 28
Ariel;7;0.29;;1;2;Jesaja 28|Sacharja 8
Ahab;7;0.43;;1;3;Hosea 2|Jeremia 30|Jesaja 37
Dünger;7;0.71;;1;5;Jeremia 10|Jeremia 15|Jeremia 26|Jeremia 8|Psalmen 82
Rechab;7;0.14;;1;1;Jeremia 36
Fußstapfen;7;0.71;;1;5;Hesekiel 16|Psalmen 16|Psalmen 65|Psalmen 78|Psalmen 89
Ohola;7;0.14;;1;1;Hesekiel 23
Jozadaks;7;0.43;;1;3;Haggai 1|Nehemia 12|Sacharja 6
Haha;7;0.43;;1;3;Psalmen 36|Psalmen 40|Psalmen 69
Mauerabschnitt;7;0.14;;1;1;Nehemia 3
Malchija;7;0.43;;1;3;Nehemia 12|Nehemia 3|Nehemia 9
Elohim;6;0.67;;1;4;1. Mose 1|2. Mose 17|Maleachi 1|Psalmen 51
Zwillinge;6;0.83;ja;1;5;1. Mose 25|1. Mose 38|1. Mose 4|Hohelied 4|Hohelied 6
Mahalaleel;6;0.17;;1;1;1. Mose 4
Veränderungen;6;0.83;ja;1;5;1. Mose 9|5. Mose 4|Hesekiel 47|Jesaja 56|Sacharja 14
Seba;6;0.33;;1;2;1. Mose 9|Psalmen 72
Umfeld;6;1.0;ja;1;6;1. Mose 9|2. Mose 23|Hohelied 2|Hohelied 6|Hohelied 8|Maleachi 1
More;6;0.33;;1;2;1. Mose 12|1. Samuel 28
Perversion;6;0.67;;1;4;1. Mose 14|1. Mose 19|2. Mose 23|3. Mose 19
Salem;6;0.67;;1;4;1. Mose 14|Josua 16|Psalmen 75|Sacharja 8
Zweifellos;6;1.0;ja;1;6;1. Mose 15|1. Mose 38|2. Mose 1|2. Mose 33|Hesekiel 4|Jesaja 40
Inzest;6;0.83;ja;1;5;1. Mose 20|1. Mose 38|3. Mose 17|5. Mose 28|Hesekiel 24
Machpelah;6;0.67;;1;4;1. Mose 23|1. Mose 25|1. Mose 49|1. Mose 50
Rang;6;1.0;ja;1;6;1. Mose 23|1. Mose 41|1. Mose 43|2. Mose 4|Hesekiel 8|Jesaja 23
Tema;6;0.67;;1;4;1. Mose 25|Hiob 6|Jeremia 26|Jesaja 21
Erstgeborener;6;0.67;;1;4;1. Mose 27|2. Mose 12|Jeremia 31|Psalmen 89
Gewänder;6;0.83;ja;1;5;1. Mose 27|2. Samuel 10|Hesekiel 26|Jesaja 11|Sprüche 31
Nebajoths;6;0.5;;1;3;1. Mose 28|1. Mose 35|Jesaja 60
Kultur;6;1.0;ja;1;6;1. Mose 29|1. Mose 38|1. Samuel 31|2. Mose 23|2. Mose 4|3. Mose 17
Wachturm;6;0.67;;1;4;1. Mose 31|1. Mose 35|Jesaja 33|Nehemia 3
Astarot;6;0.83;ja;1;5;1. Mose 31|5. Mose 1|Josua 12|Josua 14|Josua 9
Ischtar;6;1.0;ja;1;6;1. Mose 31|Hesekiel 8|Jeremia 6|Jona 1|Nahum 2|Nehemia 1
Ärger;6;1.0;ja;1;6;1. Mose 34|1. Samuel 31|Jeremia 52|Josua 8|Sprüche 24|Sprüche 26
Oholibama;6;0.33;;1;2;1. Mose 35|1. Mose 37
Träumer;6;0.5;;1;3;1. Mose 37|5. Mose 13|Jeremia 28
Derartige;6;0.33;;1;2;1. Mose 37|Jeremia 12
Hezron;6;0.83;ja;1;5;1. Mose 45|2. Mose 6|4. Mose 25|4. Mose 26|Josua 14
Ertrages;6;1.0;ja;1;6;1. Mose 41|1. Mose 47|5. Mose 15|5. Mose 26|Jeremia 2|Jesaja 5
Leckerbissen;6;0.67;;1;4;1. Mose 49|Psalmen 140|Sprüche 18|Sprüche 26
Säuglinge;6;1.0;ja;1;6;1. Samuel 14|2. Mose 1|2. Samuel 13|Jeremia 31|Jeremia 44|Jeremia 8
Darin;6;1.0;ja;1;6;2. Mose 19|2. Mose 3|3. Mose 11|Habakuk 2|Hesekiel 36|Hiob 27
Situationen;6;1.0;ja;1;6;2. Mose 4|2. Samuel 11|Psalmen 137|Psalmen 40|Psalmen 65|Sprüche 31
Hinterlist;6;1.0;ja;1;6;1. Samuel 18|2. Mose 6|5. Mose 24|Hosea 7|Jeremia 8|Jesaja 52
Wärme;6;0.83;ja;1;5;2. Mose 10|5. Mose 15|Jesaja 19|Jesaja 44|Maleachi 3
Etam;6;0.5;;1;3;2. Mose 12|2. Mose 13|4. Mose 32
Elat;6;0.83;ja;1;5;2. Mose 12|2. Samuel 11|4. Mose 20|4. Mose 33|5. Mose 1
Erklärungen;6;0.83;ja;1;5;2. Mose 12|2. Mose 15|2. Mose 19|2. Mose 32|Hiob 8
Arzt;6;0.5;;1;3;2. Mose 16|Jeremia 8|Psalmen 40
Außer;6;1.0;ja;1;6;2. Mose 17|Hesekiel 44|Hesekiel 45|Jesaja 45|Jesaja 56|Nehemia 3
Ussa;6;0.33;;1;2;2. Samuel 5|3. Mose 9
Ähnliche;6;0.67;;1;4;3. Mose 13|4. Mose 7|Hosea 7|Jesaja 30
Behaftete;6;0.17;;1;1;3. Mose 15
Verschiedene;6;1.0;ja;1;6;3. Mose 17|5. Mose 12|5. Mose 23|Hohelied 4|Jesaja 35|Psalmen 98
Verhaltens;6;1.0;ja;1;6;1. Samuel 25|2. Samuel 13|3. Mose 19|Psalmen 106|Sacharja 13|Sprüche 30
Kahath;6;0.67;;1;4;4. Mose 15|4. Mose 3|4. Mose 4|Psalmen 85
Schale;6;0.5;;1;3;4. Mose 6|4. Mose 7|Hohelied 8
Talmai;6;0.5;;1;3;2. Samuel 3|4. Mose 13|Josua 14
Sibma;6;0.5;;1;3;4. Mose 32|Jeremia 48|Josua 14
Jahaz;6;0.5;;1;3;5. Mose 2|Jeremia 48|Jesaja 14
Senir;6;0.33;;1;2;5. Mose 2|Hesekiel 27
Anbetungsort;6;1.0;ja;1;6;5. Mose 12|5. Mose 15|5. Mose 16|Jeremia 1|Psalmen 42|Psalmen 79
Barmherz;6;1.0;ja;1;6;5. Mose 13|Jesaja 48|Jesaja 64|Nehemia 2|Psalmen 50|Psalmen 78
Zeichendeuter;6;0.5;;1;3;1. Samuel 28|5. Mose 18|Jesaja 2
Ausdrücken;6;1.0;ja;1;6;5. Mose 32|Hohelied 2|Jesaja 11|Jesaja 35|Jesaja 54|Jesaja 66
Beerot;6;0.5;;1;3;2. Samuel 4|Josua 19|Josua 9
Eroberungszug;6;0.5;;1;3;Josua 10|Josua 12|Josua 9
Jabin;6;0.33;;1;2;Josua 10|Psalmen 82
Gesandte;6;0.83;ja;1;5;Jesaja 30|Jesaja 37|Jesaja 40|Josua 22|Nehemia 2
Unruhe;6;1.0;ja;1;6;Hiob 13|Hiob 31|Jeremia 50|Jesaja 14|Josua 22|Psalmen 38
Eben-Eser;6;0.5;;1;3;1. Samuel 4|1. Samuel 6|1. Samuel 7
Sprachrohr;6;1.0;ja;1;6;1. Samuel 4|Jeremia 1|Jeremia 15|Jeremia 2|Jeremia 37|Jeremia 6
Astarten;6;0.5;;1;3;1. Samuel 12|1. Samuel 7|Jeremia 17
Erwartungen;6;1.0;ja;1;6;1. Samuel 10|Hesekiel 10|Hohelied 2|Jeremia 46|Jesaja 25|Psalmen 22
Gibea-Benjamin;6;0.33;;1;2;1. Samuel 12|1. Samuel 14
Helm;6;0.67;;1;4;1. Samuel 17|Hesekiel 37|Jesaja 60|Psalmen 140
Oberster;6;0.5;;1;3;1. Samuel 21|2. Samuel 24|Hesekiel 37
Gallim;6;0.33;;1;2;1. Samuel 25|Jesaja 11
Anders;6;1.0;ja;1;6;1. Samuel 25|Jesaja 35|Jesaja 8|Sacharja 9|Sprüche 24|Sprüche 6
Beweise;6;1.0;ja;1;6;1. Samuel 26|Hiob 23|Jesaja 52|Psalmen 36|Sprüche 30|Sprüche 31
Pleter;6;0.67;;1;4;1. Samuel 31|2. Samuel 15|2. Samuel 20|2. Samuel 8
Bichris;6;0.33;;1;2;1. Samuel 31|2. Samuel 20
Schephatja;6;0.17;;1;1;2. Samuel 3
Gittaim;6;0.33;;1;2;2. Samuel 4|Nehemia 11
Gewandes;6;0.83;ja;1;5;2. Samuel 7|Haggai 2|Hesekiel 4|Jesaja 40|Nehemia 6
Dickmilch;6;0.5;;1;3;2. Samuel 18|Jesaja 7|Jesaja 8
Säume;6;0.5;;1;3;Jeremia 13|Jesaja 6|Nahum 2
Jünger;6;0.83;ja;1;5;Jesaja 21|Jesaja 51|Jesaja 8|Psalmen 36|Psalmen 4
Huren;6;0.83;ja;1;5;Hesekiel 16|Hosea 4|Jesaja 23|Sprüche 28|Sprüche 7
Erdreich;6;0.83;ja;1;5;Hesekiel 26|Hesekiel 35|Jesaja 41|Jesaja 52|Joel 1
Erstaunen;6;0.83;ja;1;5;Habakuk 1|Jesaja 52|Psalmen 116|Psalmen 73|Psalmen 79
Wiederkehr;6;1.0;ja;1;6;Hiob 18|Jeremia 21|Jeremia 8|Sacharja 13|Sacharja 9|Sprüche 1
Verleumdungen;6;0.67;;1;4;Jeremia 21|Psalmen 36|Sprüche 10|Sprüche 13
Schelemja;6;0.33;;1;2;Jeremia 36|Nehemia 12
Hophra;6;0.67;;1;4;Hesekiel 16|Hesekiel 29|Hesekiel 30|Jeremia 46
Susa;6;1.0;ja;1;6;Hesekiel 24|Jeremia 49|Maleachi 3|Nehemia 1|Nehemia 2|Nehemia 6
Heidenvölk;6;1.0;ja;1;6;Hesekiel 10|Hesekiel 35|Hesekiel 4|Psalmen 72|Psalmen 9|Sacharja 3
Gebal;6;0.33;;1;2;Hesekiel 27|Psalmen 82
Örter;6;0.5;;1;3;Hesekiel 30|Hesekiel 32|Psalmen 65
Zellen;6;0.17;;1;1;Hesekiel 40
Küche;6;0.17;;1;1;Hesekiel 40
Jareb;6;0.33;;1;2;Hosea 10|Hosea 7
No-Amon;6;0.17;;1;1;Nahum 2
Himmelfahrt;6;0.67;;1;4;Psalmen 110|Psalmen 118|Psalmen 68|Sacharja 14
Harre;6;0.33;;1;2;Psalmen 42|Sprüche 20
Sukkoth;6;0.33;;1;2;Psalmen 107|Psalmen 61
Perlen;6;0.83;ja;1;5;Hiob 29|Sprüche 20|Sprüche 3|Sprüche 31|Sprüche 7
Liebkosungen;6;0.5;;1;3;Hohelied 1|Hohelied 4|Sprüche 7
Geschem;6;0.5;;1;3;Nehemia 2|Nehemia 4|Nehemia 6
Hilkija;6;0.33;;1;2;Nehemia 11|Nehemia 7
Sebanja;6;0.33;;1;2;Nehemia 11|Nehemia 9
Wasservorkommen;5;1.0;ja;1;5;1. Mose 1|1. Mose 2|1. Mose 21|1. Mose 7|2. Mose 16
Jared;5;0.2;;1;1;1. Mose 4
Räume;5;0.8;ja;1;4;1. Mose 6|Hesekiel 40|Hesekiel 42|Psalmen 74
Lebensjahr;5;1.0;ja;1;5;1. Mose 21|1. Mose 7|3. Mose 27|Josua 12|Maleachi 2
Kriegern;5;1.0;ja;1;5;1. Mose 9|1. Samuel 10|1. Samuel 14|2. Samuel 20|Josua 6
Konflikten;5;0.8;ja;1;4;1. Mose 14|1. Mose 27|1. Mose 49|Sprüche 31
Daraufhin;5;1.0;ja;1;5;1. Mose 15|1. Mose 23|1. Mose 35|3. Mose 25|Jesaja 54
Treibe;5;0.6;;1;3;1. Mose 21|2. Samuel 13|Jeremia 15
Tamariske;5;0.6;;1;3;1. Mose 21|1. Samuel 21|1. Samuel 31
Verbindungen;5;1.0;ja;1;5;1. Mose 23|2. Mose 32|2. Samuel 21|Hesekiel 23|Psalmen 40
Sich;5;1.0;ja;1;5;1. Mose 28|1. Mose 42|2. Samuel 10|2. Samuel 3|5. Mose 28
Silpa;5;0.4;;1;2;1. Mose 29|1. Mose 47
Aktivität;5;1.0;ja;1;5;1. Mose 30|3. Mose 19|5. Mose 31|Jesaja 46|Psalmen 110
Kriegsgefangene;5;0.8;ja;1;4;1. Mose 31|2. Samuel 10|Jeremia 21|Jesaja 38
Gesang;5;0.8;ja;1;4;1. Mose 31|1. Samuel 18|Nehemia 11|Psalmen 147
Schlimmes;5;1.0;ja;1;5;1. Mose 31|1. Mose 32|1. Mose 37|5. Mose 16|Josua 24
Anspielungen;5;1.0;ja;1;5;1. Mose 32|5. Mose 4|Hiob 33|Psalmen 20|Psalmen 45
Pheresitern;5;0.8;ja;1;4;1. Mose 34|2. Mose 23|5. Mose 20|Josua 10
Debora;5;0.6;;1;3;1. Mose 35|2. Mose 15|Psalmen 82
Basmath;5;0.2;;1;1;1. Mose 35
Zibeon;5;0.4;;1;2;1. Mose 35|1. Mose 37
Achbors;5;0.6;;1;3;1. Mose 37|Jeremia 26|Jeremia 36
Dotan;5;0.2;;1;1;1. Mose 37
Schela;5;0.6;;1;3;1. Mose 38|1. Mose 45|4. Mose 26
Haft;5;0.8;ja;1;4;1. Mose 40|1. Mose 41|1. Mose 42|Hesekiel 20
Wahrsagern;5;0.8;ja;1;4;1. Mose 41|3. Mose 20|Jeremia 28|Jesaja 43
Tretet;5;1.0;ja;1;5;1. Mose 45|1. Samuel 23|3. Mose 9|Jeremia 46|Jeremia 6
Weideland;5;1.0;ja;1;5;1. Mose 45|4. Mose 34|Hesekiel 35|Josua 21|Sacharja 11
Karmi;5;0.6;;1;3;1. Mose 45|2. Mose 6|4. Mose 25
Jischwi;5;0.8;ja;1;4;1. Mose 47|1. Samuel 14|1. Samuel 31|4. Mose 26
Leids;5;1.0;ja;1;5;1. Mose 49|Hiob 13|Hiob 23|Hiob 29|Psalmen 38
Glied;5;0.8;ja;1;4;1. Mose 50|2. Mose 34|3. Mose 20|5. Mose 4
Pitom;5;0.4;;1;2;2. Mose 1|2. Mose 12
Maßnahmen;5;0.8;ja;1;4;2. Mose 1|2. Samuel 5|Jeremia 28|Sprüche 13
Territoriums;5;1.0;ja;1;5;1. Samuel 14|1. Samuel 28|2. Mose 20|2. Mose 3|5. Mose 2
Kritik;5;0.8;ja;1;4;2. Mose 4|2. Samuel 11|Hiob 29|Nehemia 6
Zippora;5;0.4;;1;2;2. Mose 17|2. Mose 4
Reaktionen;5;0.8;ja;1;4;2. Mose 32|2. Mose 9|2. Samuel 13|Psalmen 31
Überreste;5;1.0;ja;1;5;2. Mose 13|2. Samuel 21|3. Mose 9|4. Mose 22|Josua 24
Spiel;5;0.8;ja;1;4;1. Samuel 18|1. Samuel 29|2. Mose 13|Jesaja 38
Schriften;5;1.0;ja;1;5;2. Mose 17|Hesekiel 30|Jona 3|Josua 1|Psalmen 50
Totschlag;5;0.6;;1;3;2. Mose 21|4. Mose 35|5. Mose 20
Verletzungen;5;1.0;ja;1;5;2. Mose 21|5. Mose 22|Hesekiel 21|Jesaja 1|Psalmen 36
Buntwirkerarbeit;5;1.0;ja;1;5;2. Mose 26|2. Mose 27|2. Mose 28|2. Mose 36|2. Mose 39
Hofes;5;1.0;ja;1;5;2. Mose 26|2. Mose 27|2. Samuel 8|Hesekiel 40|Sprüche 7
Chrysolith;5;1.0;ja;1;5;2. Mose 28|2. Mose 38|Hesekiel 1|Hesekiel 10|Hesekiel 27
Siegelgravur;5;0.6;;1;3;2. Mose 28|2. Mose 38|2. Mose 39
Edelsteine;5;0.8;ja;1;4;2. Mose 28|2. Mose 31|Hesekiel 27|Sacharja 9
Kunstwerke;5;0.4;;1;2;2. Mose 31|2. Mose 36
Olivenöl;5;1.0;ja;1;5;1. Samuel 2|2. Mose 31|5. Mose 7|Hiob 29|Sacharja 5
Kalbs;5;0.8;ja;1;4;2. Mose 31|4. Mose 25|5. Mose 4|5. Mose 9
Feuerstelle;5;0.6;;1;3;3. Mose 6|Jesaja 28|Jesaja 31
Speisopfern;5;1.0;ja;1;5;3. Mose 7|4. Mose 28|4. Mose 31|Jesaja 19|Jesaja 43
Hautkrankheiten;5;0.8;ja;1;4;3. Mose 13|4. Mose 19|5. Mose 24|5. Mose 28
Scharlach;5;1.0;ja;1;5;3. Mose 14|Jeremia 5|Jesaja 2|Nahum 2|Sprüche 31
